time,resistance_thumb,bend_thumb,resistance_index,bend_index,resistance_mid,bend_mid,resistance_ring,bend_ring,resistance_little,bend_little,x,y,z,stage
11:46:47.163 ,11311.04,7,13173.6,19,14347.83,26,12173.33,13,12173.33,13,66,50,-119,0
11:46:47.257 ,10923,5,13173.6,19,13736.25,22,11726.79,10,12654.23,15,65,47,-119,0
11:46:47.397 ,10923,5,13173.6,19,14347.83,26,11311.04,7,12173.33,13,67,50,-122,0
11:46:47.491 ,11311.04,7,13173.6,19,14347.83,26,11311.04,7,12654.23,15,66,50,-120,0
11:46:47.584 ,10923,5,12654.23,15,13736.25,22,11311.04,7,12173.33,13,63,50,-122,0
11:46:47.679 ,11311.04,7,13173.6,19,14347.83,26,11311.04,7,12173.33,13,66,48,-119,0
11:46:47.820 ,10923,5,15745.71,34,14347.83,26,10923,5,12173.33,13,65,51,-121,0
11:46:47.919 ,11311.04,7,16549.5,39,14347.83,26,11311.04,7,12173.33,13,65,50,-121,0
11:46:48.005 ,11311.04,7,18425,50,14347.83,26,11311.04,7,11311.04,7,66,50,-122,0
11:46:48.099 ,11726.79,10,20769.38,64,14347.83,26,11726.79,10,12173.33,13,65,50,-120,3
11:46:48.233 ,14347.83,26,23783.57,82,14347.83,26,11726.79,10,11726.79,10,66,50,-121,3
11:46:48.329 ,17437.89,44,30360,122,13173.6,19,13173.6,19,11726.79,10,67,50,-118,3
11:46:48.427 ,20769.38,64,33429,140,14347.83,26,18425,50,12173.33,13,66,49,-121,3
11:46:48.515 ,23783.57,82,33429,140,14347.83,26,25638.46,93,12173.33,13,66,50,-120,3
11:46:48.655 ,27802.5,106,37180,163,13736.25,22,33429,140,11311.04,7,66,49,-123,3
11:46:48.747 ,30360,122,37180,163,14347.83,26,37180,163,11726.79,10,65,50,-123,3
11:46:48.843 ,30360,122,37180,163,15015,30,37180,163,14347.83,26,66,48,-121,3
11:46:48.938 ,27802.5,106,33429,140,15745.71,34,47897.14,227,18425,50,65,49,-119,4
11:46:49.074 ,33429,140,41868.75,191,18425,50,41868.75,191,23783.57,82,67,47,-120,4
11:46:49.169 ,33429,140,41868.75,191,22176,73,41868.75,191,30360,122,66,48,-118,4
11:46:49.262 ,33429,140,41868.75,191,25638.46,93,41868.75,191,33429,140,64,47,-117,4
11:46:49.354 ,33429,140,41868.75,191,33429,140,47897.14,227,41868.75,191,66,48,-119,4
11:46:49.493 ,33429,140,41868.75,191,37180,163,37180,163,41868.75,191,68,48,-119,4
11:46:49.587 ,30360,122,41868.75,191,41868.75,191,41868.75,191,37180,163,66,49,-118,4
11:46:49.681 ,30360,122,47897.14,227,41868.75,191,41868.75,191,37180,163,65,47,-116,4
11:46:49.774 ,33429,140,47897.14,227,41868.75,191,41868.75,191,47897.14,227,67,49,-118,4
11:46:49.915 ,30360,122,41868.75,191,41868.75,191,37180,163,47897.14,227,66,49,-119,4
11:46:50.010 ,33429,140,30360,122,47897.14,227,41868.75,191,47897.14,227,66,48,-119,4
11:46:50.105 ,27802.5,106,20769.38,64,47897.14,227,37180,163,37180,163,67,49,-118,4
11:46:50.196 ,27802.5,106,17437.89,44,41868.75,191,37180,163,47897.14,227,66,47,-117,4
11:46:50.334 ,27802.5,106,15015,30,41868.75,191,23783.57,82,47897.14,227,67,47,-116,4
11:46:50.428 ,22176,73,13173.6,19,41868.75,191,17437.89,44,41868.75,191,65,45,-119,4
11:46:50.524 ,17437.89,44,12173.33,13,41868.75,191,14347.83,26,41868.75,191,65,48,-119,4
11:46:50.616 ,15745.71,34,11726.79,10,41868.75,191,12173.33,13,41868.75,191,67,49,-116,3
11:46:50.757 ,13736.25,22,11726.79,10,41868.75,191,11726.79,10,41868.75,191,68,47,-118,3
11:46:50.852 ,13173.6,19,10923,5,41868.75,191,11726.79,10,41868.75,191,66,48,-117,3
11:46:50.946 ,12173.33,13,11311.04,7,47897.14,227,11726.79,10,41868.75,191,66,48,-120,3
11:46:51.040 ,10923,5,10923,5,47897.14,227,11311.04,7,37180,163,65,48,-118,3
11:46:51.180 ,10560,3,11311.04,7,41868.75,191,11726.79,10,25638.46,93,66,50,-117,3
11:46:51.280 ,10923,5,10560,3,37180,163,11726.79,10,16549.5,39,64,49,-120,3
11:46:51.417 ,10560,3,11311.04,7,37180,163,11726.79,10,13736.25,22,66,49,-118,3
11:46:51.467 ,9900,0,10923,5,25638.46,93,11726.79,10,12173.33,13,67,47,-122,3
11:46:51.555 ,10219.69,1,10923,5,23783.57,82,11726.79,10,11311.04,7,65,48,-121,3
11:46:51.697 ,9900,0,11311.04,7,17437.89,44,12173.33,13,10560,3,65,51,-120,3
11:46:51.815 ,9900,0,10923,5,15745.71,34,11726.79,10,10560,3,68,50,-119,3
11:46:51.880 ,9900,0,11311.04,7,13736.25,22,11726.79,10,10560,3,67,48,-118,3
11:46:51.974 ,9900,0,11311.04,7,12173.33,13,11726.79,10,10560,3,64,46,-119,3
11:46:52.113 ,9900,0,10923,5,11726.79,10,12173.33,13,10560,3,68,47,-117,3
11:46:52.217 ,9900,0,11311.04,7,11726.79,10,12173.33,13,10219.69,1,67,50,-118,3
11:46:52.299 ,9900,0,11311.04,7,11726.79,10,12173.33,13,10560,3,67,48,-118,3
11:46:52.394 ,9599.12,-2,10923,5,12173.33,13,12173.33,13,10560,3,67,49,-121,3
11:47:23.543 ,12654.23,15,12654.23,15,13173.6,19,12654.23,15,10923,5,68,42,-81,3
11:47:23.637 ,12173.33,13,13736.25,22,13736.25,22,12654.23,15,10560,3,80,59,-111,3
11:47:23.731 ,12654.23,15,12654.23,15,13736.25,22,13173.6,19,10560,3,81,63,-110,3
11:47:23.872 ,13173.6,19,12654.23,15,14347.83,26,12654.23,15,10560,3,81,63,-108,3
11:47:23.966 ,13173.6,19,13736.25,22,13736.25,22,12654.23,15,10560,3,79,61,-110,3
11:47:24.060 ,14347.83,26,18425,50,14347.83,26,13173.6,19,10560,3,79,64,-108,3
11:47:24.151 ,16549.5,39,20769.38,64,14347.83,26,13173.6,19,10560,3,82,62,-108,3
11:47:24.293 ,18425,50,23783.57,82,13736.25,22,12654.23,15,10923,5,81,62,-109,3
11:47:24.388 ,20769.38,64,27802.5,106,14347.83,26,13173.6,19,10560,3,82,62,-109,3
11:47:24.480 ,22176,73,30360,122,13736.25,22,13173.6,19,10560,3,79,61,-110,3
11:47:24.574 ,23783.57,82,27802.5,106,13736.25,22,12173.33,13,10560,3,82,62,-109,3
11:47:24.715 ,25638.46,93,30360,122,13736.25,22,13173.6,19,10560,3,79,59,-112,3
11:47:24.808 ,27802.5,106,37180,163,13736.25,22,12654.23,15,11311.04,7,80,61,-112,3
11:47:24.902 ,27802.5,106,37180,163,13173.6,19,12654.23,15,10560,3,80,60,-112,3
11:47:24.996 ,30360,122,37180,163,13736.25,22,12654.23,15,10560,3,80,60,-112,3
11:47:25.136 ,33429,140,33429,140,14347.83,26,12654.23,15,13736.25,22,79,59,-111,3
11:47:25.226 ,33429,140,33429,140,13736.25,22,13173.6,19,19528.23,57,80,61,-107,3
11:47:25.319 ,33429,140,37180,163,15015,30,13173.6,19,27802.5,106,80,60,-108,3
11:47:25.413 ,30360,122,41868.75,191,20769.38,64,12654.23,15,41868.75,191,81,61,-108,3
11:47:25.552 ,33429,140,37180,163,27802.5,106,12654.23,15,41868.75,191,81,62,-109,4
11:47:25.645 ,33429,140,37180,163,33429,140,13173.6,19,41868.75,191,79,61,-108,4
11:47:25.739 ,37180,163,37180,163,41868.75,191,12654.23,15,47897.14,227,80,61,-104,4
11:47:25.831 ,37180,163,47897.14,227,41868.75,191,12654.23,15,47897.14,227,81,61,-106,4
11:47:25.973 ,30360,122,41868.75,191,55935,275,13173.6,19,55935,275,80,61,-107,4
11:47:26.064 ,37180,163,37180,163,41868.75,191,13173.6,19,41868.75,191,79,61,-107,4
11:47:26.156 ,33429,140,37180,163,41868.75,191,13173.6,19,41868.75,191,79,60,-106,4
11:47:26.249 ,33429,140,41868.75,191,41868.75,191,12654.23,15,55935,275,81,61,-108,4
11:47:26.389 ,27802.5,106,33429,140,41868.75,191,16549.5,39,47897.14,227,81,62,-105,4
11:47:26.483 ,22176,73,37180,163,41868.75,191,23783.57,82,47897.14,227,81,60,-105,4
11:47:26.575 ,20769.38,64,33429,140,41868.75,191,33429,140,41868.75,191,80,62,-104,4
11:47:26.714 ,19528.23,57,33429,140,47897.14,227,37180,163,41868.75,191,81,61,-102,4
11:47:26.807 ,17437.89,44,33429,140,41868.75,191,41868.75,191,41868.75,191,83,62,-103,4
11:47:26.900 ,17437.89,44,41868.75,191,37180,163,41868.75,191,47897.14,227,82,62,-101,4
11:47:26.994 ,16549.5,39,37180,163,41868.75,191,41868.75,191,47897.14,227,82,61,-101,4
11:47:27.132 ,15745.71,34,30360,122,37180,163,41868.75,191,41868.75,191,80,60,-102,4
11:47:27.225 ,15745.71,34,22176,73,25638.46,93,41868.75,191,47897.14,227,81,62,-101,4
11:47:27.319 ,15015,30,20769.38,64,15745.71,34,41868.75,191,41868.75,191,82,62,-101,4
11:47:27.412 ,14347.83,26,17437.89,44,11726.79,10,37180,163,37180,163,82,62,-99,4
11:47:27.579 ,13736.25,22,16549.5,39,12173.33,13,37180,163,30360,122,80,61,-99,4
11:47:27.616 ,13736.25,22,15745.71,34,12173.33,13,41868.75,191,15745.71,34,78,62,-99,3
11:47:27.756 ,13173.6,19,15745.71,34,12173.33,13,41868.75,191,10923,5,82,62,-99,3
11:47:27.849 ,13736.25,22,14347.83,26,12173.33,13,41868.75,191,10219.69,1,83,61,-100,3
11:47:27.944 ,12654.23,15,13736.25,22,12173.33,13,27802.5,106,10219.69,1,83,61,-101,3
11:47:28.038 ,12654.23,15,12173.33,13,12173.33,13,18425,50,10560,3,84,61,-103,3
11:47:28.178 ,13173.6,19,12173.33,13,12654.23,15,15015,30,10219.69,1,82,62,-101,3
11:47:28.270 ,13173.6,19,10923,5,12173.33,13,12654.23,15,10219.69,1,83,60,-100,3
11:47:28.362 ,12654.23,15,10923,5,12173.33,13,11311.04,7,10560,3,83,60,-105,3
11:47:28.456 ,12654.23,15,10923,5,12654.23,15,11726.79,10,10219.69,1,81,60,-104,3
11:47:28.596 ,13736.25,22,10219.69,1,12654.23,15,11726.79,10,10560,3,80,60,-106,3
11:47:28.689 ,13736.25,22,10560,3,13173.6,19,11311.04,7,10560,3,83,61,-104,3
11:47:28.783 ,13173.6,19,10560,3,12654.23,15,11726.79,10,10560,3,82,60,-102,3
11:47:53.573 ,10560,3,13736.25,22,15015,30,12654.23,15,11311.04,7,86,61,-63,3
11:47:53.667 ,10219.69,1,13736.25,22,15015,30,12654.23,15,10560,3,68,62,-119,3
11:47:53.806 ,10923,5,13736.25,22,15015,30,12654.23,15,10560,3,67,63,-116,3
11:47:53.898 ,10560,3,13736.25,22,15015,30,12173.33,13,10219.69,1,68,62,-118,3
11:47:53.992 ,10560,3,13736.25,22,15015,30,12654.23,15,10560,3,67,63,-116,3
11:47:54.086 ,10219.69,1,13736.25,22,14347.83,26,13173.6,19,10923,5,69,63,-117,3
11:47:54.225 ,10560,3,13736.25,22,13736.25,22,12173.33,13,10923,5,69,63,-117,3
11:47:54.318 ,10219.69,1,15015,30,13736.25,22,12654.23,15,10923,5,71,65,-118,3
11:47:54.412 ,10560,3,18425,50,13736.25,22,13173.6,19,10560,3,67,63,-118,3
11:47:54.506 ,11726.79,10,20769.38,64,13173.6,19,13173.6,19,10923,5,69,63,-118,3
11:47:54.643 ,15015,30,23783.57,82,13173.6,19,13173.6,19,12654.23,15,69,62,-118,3
11:47:54.736 ,18425,50,27802.5,106,13736.25,22,12654.23,15,18425,50,68,61,-118,4
11:47:54.830 ,22176,73,33429,140,13736.25,22,12654.23,15,27802.5,106,68,64,-118,4
11:47:54.922 ,22176,73,33429,140,13736.25,22,12654.23,15,37180,163,71,61,-117,4
11:47:55.062 ,23783.57,82,33429,140,15015,30,13173.6,19,41868.75,191,70,62,-118,4
11:47:55.155 ,25638.46,93,37180,163,15745.71,34,12654.23,15,47897.14,227,69,61,-119,4
11:47:55.250 ,27802.5,106,37180,163,22176,73,12654.23,15,47897.14,227,67,62,-121,4
11:47:55.342 ,33429,140,41868.75,191,30360,122,13736.25,22,55935,275,69,60,-118,4
11:47:55.484 ,33429,140,47897.14,227,33429,140,12654.23,15,41868.75,191,68,62,-119,4
11:47:55.579 ,33429,140,41868.75,191,41868.75,191,12654.23,15,47897.14,227,68,59,-117,4
11:47:55.671 ,33429,140,41868.75,191,41868.75,191,13173.6,19,47897.14,227,68,60,-117,4
11:47:55.765 ,30360,122,41868.75,191,41868.75,191,12654.23,15,47897.14,227,69,60,-114,4
11:47:55.904 ,30360,122,41868.75,191,47897.14,227,13173.6,19,41868.75,191,70,60,-114,4
11:47:55.997 ,25638.46,93,41868.75,191,55935,275,12654.23,15,47897.14,227,70,62,-115,4
11:47:56.090 ,27802.5,106,47897.14,227,47897.14,227,13173.6,19,41868.75,191,69,62,-116,4
11:47:56.184 ,27802.5,106,47897.14,227,41868.75,191,22176,73,41868.75,191,69,61,-116,4
11:47:56.323 ,23783.57,82,41868.75,191,47897.14,227,33429,140,47897.14,227,71,59,-117,4
11:47:56.415 ,22176,73,41868.75,191,47897.14,227,41868.75,191,47897.14,227,69,62,-117,4
11:47:56.507 ,18425,50,37180,163,47897.14,227,41868.75,191,41868.75,191,68,61,-118,4
11:47:56.600 ,15015,30,37180,163,41868.75,191,47897.14,227,41868.75,191,69,60,-116,4
11:47:56.741 ,12654.23,15,41868.75,191,41868.75,191,41868.75,191,47897.14,227,71,63,-116,4
11:47:56.832 ,11726.79,10,41868.75,191,37180,163,41868.75,191,37180,163,68,61,-117,3
11:47:56.925 ,12173.33,13,37180,163,41868.75,191,41868.75,191,41868.75,191,70,61,-113,3
11:47:57.018 ,11311.04,7,33429,140,37180,163,41868.75,191,41868.75,191,70,61,-114,3
11:47:57.159 ,10923,5,27802.5,106,30360,122,41868.75,191,37180,163,69,63,-115,3
11:47:57.253 ,9900,0,25638.46,93,22176,73,41868.75,191,25638.46,93,68,61,-114,3
11:47:57.345 ,9900,0,19528.23,57,15745.71,34,41868.75,191,16549.5,39,70,63,-114,3
11:47:57.438 ,9900,0,16549.5,39,13173.6,19,41868.75,191,12654.23,15,70,62,-117,3
11:47:57.578 ,10219.69,1,15745.71,34,12654.23,15,41868.75,191,10560,3,68,61,-114,3
11:47:57.673 ,10219.69,1,13736.25,22,12173.33,13,33429,140,10219.69,1,69,65,-116,3
11:47:57.770 ,10219.69,1,12173.33,13,12173.33,13,27802.5,106,10560,3,69,62,-114,3
11:47:57.857 ,9900,0,11311.04,7,12654.23,15,20769.38,64,10560,3,69,61,-114,3
11:47:57.996 ,10219.69,1,10923,5,12654.23,15,15745.71,34,10923,5,70,63,-113,3
11:47:58.096 ,10219.69,1,10923,5,12173.33,13,13736.25,22,10923,5,70,61,-115,3
11:47:58.180 ,10219.69,1,10219.69,1,12654.23,15,12173.33,13,10219.69,1,71,62,-116,3
11:47:58.319 ,10219.69,1,10219.69,1,12654.23,15,11311.04,7,10560,3,70,62,-112,3
11:47:58.414 ,10219.69,1,10923,5,12173.33,13,11726.79,10,10923,5,70,62,-114,3
11:47:58.507 ,10219.69,1,10923,5,13173.6,19,11726.79,10,10219.69,1,67,61,-113,3
11:47:58.602 ,9900,0,10560,3,12654.23,15,11726.79,10,10560,3,70,61,-115,3
11:47:58.696 ,9900,0,10923,5,13173.6,19,12173.33,13,10560,3,69,62,-113,3
11:47:58.835 ,10219.69,1,10560,3,13736.25,22,11311.04,7,10923,5,70,62,-115,3
11:49:39.055 ,12173.33,13,12654.23,15,13736.25,22,13736.25,22,10923,5,67,40,-119,3
11:49:39.147 ,12173.33,13,13173.6,19,13173.6,19,13173.6,19,10923,5,63,36,-125,3
11:49:39.242 ,12654.23,15,13173.6,19,13736.25,22,12654.23,15,10923,5,62,38,-125,3
11:49:39.381 ,12173.33,13,13173.6,19,13736.25,22,13173.6,19,10923,5,63,38,-124,3
11:49:39.475 ,12173.33,13,12173.33,13,13736.25,22,13173.6,19,11311.04,7,63,37,-124,3
11:49:39.566 ,12654.23,15,13173.6,19,13173.6,19,13173.6,19,11311.04,7,63,36,-125,3
11:49:39.661 ,12173.33,13,13736.25,22,13173.6,19,13173.6,19,11311.04,7,64,38,-124,3
11:49:39.800 ,14347.83,26,15015,30,13736.25,22,12173.33,13,10923,5,65,39,-122,3
11:49:39.893 ,15745.71,34,17437.89,44,12654.23,15,13173.6,19,10923,5,64,40,-123,3
11:49:39.988 ,18425,50,25638.46,93,13736.25,22,12654.23,15,11311.04,7,60,38,-123,3
11:49:40.081 ,19528.23,57,30360,122,13173.6,19,12654.23,15,11311.04,7,66,39,-123,3
11:49:40.225 ,23783.57,82,33429,140,13736.25,22,12654.23,15,10923,5,65,37,-122,3
11:49:40.317 ,25638.46,93,30360,122,12654.23,15,12654.23,15,11726.79,10,64,38,-120,3
11:49:40.411 ,25638.46,93,33429,140,15015,30,14347.83,26,15015,30,63,38,-121,3
11:49:40.504 ,25638.46,93,30360,122,17437.89,44,15745.71,34,15745.71,34,65,39,-121,3
11:49:40.646 ,23783.57,82,27802.5,106,20769.38,64,20769.38,64,18425,50,64,39,-119,3
11:49:40.740 ,23783.57,82,23783.57,82,25638.46,93,23783.57,82,18425,50,65,38,-119,3
11:49:40.834 ,25638.46,93,19528.23,57,27802.5,106,25638.46,93,18425,50,66,38,-120,3
11:49:40.929 ,23783.57,82,17437.89,44,33429,140,30360,122,19528.23,57,64,37,-119,3
11:49:41.021 ,22176,73,14347.83,26,30360,122,27802.5,106,18425,50,65,37,-119,3
11:49:41.161 ,22176,73,15015,30,33429,140,25638.46,93,18425,50,66,38,-119,3
11:49:41.254 ,17437.89,44,13736.25,22,30360,122,27802.5,106,18425,50,65,37,-121,3
11:49:41.348 ,16549.5,39,11726.79,10,27802.5,106,23783.57,82,19528.23,57,63,37,-124,3
11:49:41.441 ,14347.83,26,11311.04,7,30360,122,25638.46,93,16549.5,39,63,38,-119,3
11:49:41.582 ,13173.6,19,10923,5,27802.5,106,25638.46,93,17437.89,44,64,38,-122,3
11:49:41.675 ,12654.23,15,10923,5,30360,122,25638.46,93,18425,50,62,39,-123,3
11:49:41.769 ,13173.6,19,10560,3,27802.5,106,25638.46,93,18425,50,64,38,-122,3
11:49:41.867 ,13173.6,19,10560,3,25638.46,93,25638.46,93,16549.5,39,64,38,-121,3
11:49:42.002 ,12654.23,15,10219.69,1,25638.46,93,25638.46,93,17437.89,44,65,39,-121,3
11:49:42.097 ,11726.79,10,10923,5,16549.5,39,25638.46,93,18425,50,62,38,-122,3
11:49:42.195 ,11726.79,10,10560,3,13736.25,22,22176,73,17437.89,44,65,37,-123,3
11:49:42.292 ,11311.04,7,10560,3,13173.6,19,20769.38,64,18425,50,64,37,-122,3
11:49:42.420 ,10560,3,10219.69,1,13173.6,19,14347.83,26,16549.5,39,63,39,-121,3
11:49:42.514 ,10219.69,1,10560,3,12173.33,13,12173.33,13,13736.25,22,62,38,-118,3
11:49:42.607 ,9599.12,-2,10219.69,1,12654.23,15,11726.79,10,11726.79,10,67,38,-116,3
11:49:42.702 ,9900,0,10560,3,12173.33,13,11726.79,10,11311.04,7,66,39,-116,3
11:49:42.842 ,9900,0,10560,3,12654.23,15,11726.79,10,10923,5,63,38,-116,3
11:49:42.935 ,9900,0,10219.69,1,12654.23,15,12173.33,13,11311.04,7,65,39,-116,3
11:49:43.030 ,9900,0,10219.69,1,12173.33,13,11726.79,10,11311.04,7,66,39,-115,3
11:49:43.125 ,9599.12,-2,10560,3,12654.23,15,12173.33,13,11726.79,10,66,38,-116,3
11:49:43.264 ,9599.12,-2,10560,3,13173.6,19,11726.79,10,11311.04,7,65,38,-116,3
11:49:43.360 ,9900,0,11311.04,7,13173.6,19,11726.79,10,11311.04,7,64,38,-118,3
11:49:43.451 ,9900,0,10923,5,12654.23,15,11726.79,10,11311.04,7,64,39,-115,3
11:49:43.552 ,9599.12,-2,10923,5,13173.6,19,11726.79,10,10923,5,66,38,-116,3
11:49:43.684 ,10219.69,1,10560,3,12654.23,15,11726.79,10,11311.04,7,65,39,-116,3
11:49:43.777 ,9599.12,-2,10923,5,13736.25,22,12173.33,13,10923,5,65,38,-116,3
11:49:43.871 ,10219.69,1,10923,5,12654.23,15,12173.33,13,11311.04,7,64,38,-116,3
11:49:43.967 ,9900,0,11311.04,7,12654.23,15,12173.33,13,11311.04,7,66,37,-116,3
11:49:44.065 ,10219.69,1,11311.04,7,13173.6,19,12173.33,13,11311.04,7,64,38,-117,3
11:49:44.206 ,9900,0,10923,5,12654.23,15,12173.33,13,10923,5,66,38,-118,3
11:49:44.289 ,9599.12,-2,10923,5,13173.6,19,12173.33,13,11311.04,7,64,39,-116,3
11:50:10.674 ,11726.79,10,12173.33,13,15015,30,14347.83,26,11311.04,7,-88,-8,305,2
11:50:10.767 ,11311.04,7,11311.04,7,20769.38,64,14347.83,26,11311.04,7,64,52,-122,2
11:50:10.861 ,11311.04,7,11726.79,10,25638.46,93,14347.83,26,11311.04,7,64,56,-121,2
11:50:11.001 ,10923,5,11726.79,10,27802.5,106,15015,30,10923,5,62,54,-121,2
11:50:11.092 ,11726.79,10,11726.79,10,27802.5,106,14347.83,26,11311.04,7,63,54,-122,2
11:50:11.185 ,11311.04,7,11311.04,7,30360,122,15015,30,11311.04,7,62,53,-122,2
11:50:11.326 ,11726.79,10,11726.79,10,27802.5,106,14347.83,26,11311.04,7,62,52,-119,2
11:50:11.417 ,11726.79,10,12173.33,13,13173.6,19,14347.83,26,11311.04,7,63,53,-122,2
11:50:11.512 ,12173.33,13,12173.33,13,11726.79,10,14347.83,26,11726.79,10,63,53,-122,2
11:50:11.604 ,14347.83,26,12173.33,13,12173.33,13,13736.25,22,11726.79,10,63,53,-121,2
11:50:11.745 ,15745.71,34,12654.23,15,12173.33,13,15015,30,11311.04,7,64,54,-120,2
11:50:11.839 ,18425,50,15745.71,34,12173.33,13,14347.83,26,11311.04,7,63,54,-119,2
11:50:11.931 ,20769.38,64,18425,50,12173.33,13,14347.83,26,11311.04,7,65,54,-120,3
11:50:12.025 ,22176,73,22176,73,12173.33,13,15015,30,12173.33,13,65,55,-119,3
11:50:12.165 ,20769.38,64,23783.57,82,12654.23,15,19528.23,57,15745.71,34,63,53,-119,3
11:50:12.258 ,23783.57,82,27802.5,106,13736.25,22,23783.57,82,18425,50,65,53,-118,3
11:50:12.352 ,23783.57,82,30360,122,16549.5,39,25638.46,93,20769.38,64,65,53,-117,3
11:50:12.444 ,20769.38,64,25638.46,93,19528.23,57,30360,122,23783.57,82,65,54,-119,3
11:50:12.583 ,22176,73,27802.5,106,23783.57,82,25638.46,93,25638.46,93,63,54,-117,3
11:50:12.677 ,22176,73,25638.46,93,27802.5,106,27802.5,106,25638.46,93,63,52,-120,3
11:50:12.772 ,20769.38,64,27802.5,106,25638.46,93,27802.5,106,30360,122,64,53,-118,3
11:50:12.863 ,22176,73,25638.46,93,27802.5,106,27802.5,106,27802.5,106,63,57,-119,3
11:50:13.003 ,19528.23,57,25638.46,93,30360,122,25638.46,93,25638.46,93,67,54,-117,3
11:50:13.096 ,20769.38,64,30360,122,27802.5,106,25638.46,93,23783.57,82,64,54,-119,3
11:50:13.188 ,18425,50,25638.46,93,27802.5,106,23783.57,82,27802.5,106,64,55,-119,3
11:50:13.282 ,17437.89,44,22176,73,27802.5,106,25638.46,93,25638.46,93,64,55,-119,3
11:50:13.423 ,15745.71,34,18425,50,30360,122,27802.5,106,25638.46,93,65,55,-121,3
11:50:13.515 ,15745.71,34,16549.5,39,30360,122,25638.46,93,23783.57,82,63,51,-121,3
11:50:13.616 ,14347.83,26,14347.83,26,27802.5,106,25638.46,93,25638.46,93,65,55,-122,3
11:50:13.705 ,12654.23,15,13736.25,22,27802.5,106,30360,122,23783.57,82,65,53,-122,2
11:50:13.841 ,11311.04,7,13736.25,22,27802.5,106,27802.5,106,22176,73,64,56,-122,2
11:50:13.958 ,10923,5,13736.25,22,30360,122,25638.46,93,17437.89,44,63,57,-122,2
11:50:14.034 ,10219.69,1,12173.33,13,22176,73,25638.46,93,14347.83,26,65,55,-122,2
11:50:14.121 ,10923,5,11311.04,7,16549.5,39,25638.46,93,12654.23,15,63,54,-123,2
11:50:14.240 ,10560,3,11726.79,10,15015,30,23783.57,82,12654.23,15,64,54,-121,2
11:50:14.352 ,10219.69,1,10923,5,12654.23,15,16549.5,39,12654.23,15,64,55,-121,2
11:50:14.445 ,10219.69,1,10923,5,11726.79,10,12173.33,13,12173.33,13,65,57,-122,2
11:50:14.541 ,10560,3,10923,5,11726.79,10,10560,3,12173.33,13,64,54,-121,2
11:50:14.681 ,10219.69,1,10560,3,11726.79,10,10923,5,11726.79,10,65,54,-119,2
11:50:14.782 ,10560,3,10560,3,12173.33,13,10923,5,12173.33,13,65,56,-121,2
11:50:14.867 ,10219.69,1,10219.69,1,12173.33,13,10923,5,11726.79,10,66,54,-120,2
11:50:14.958 ,10560,3,10560,3,11726.79,10,11311.04,7,11726.79,10,64,57,-120,2
11:50:15.099 ,10560,3,10560,3,11726.79,10,11311.04,7,12173.33,13,65,54,-119,2
11:50:15.193 ,10560,3,10219.69,1,12173.33,13,11726.79,10,12173.33,13,64,55,-120,2
11:50:15.286 ,10219.69,1,10560,3,12173.33,13,11726.79,10,12173.33,13,64,54,-120,2
11:50:15.402 ,10560,3,10560,3,12173.33,13,11311.04,7,11726.79,10,63,53,-120,2
11:50:15.490 ,10923,5,10219.69,1,12173.33,13,10923,5,12654.23,15,64,55,-119,2
11:50:15.617 ,10219.69,1,10219.69,1,12654.23,15,11726.79,10,12173.33,13,63,55,-120,2
11:50:15.707 ,10560,3,9900,0,12173.33,13,11311.04,7,12654.23,15,63,54,-122,2
11:50:15.798 ,10219.69,1,10560,3,12654.23,15,11726.79,10,11726.79,10,63,53,-120,2
11:50:15.938 ,10560,3,10923,5,13173.6,19,11726.79,10,12654.23,15,65,55,-121,2
11:50:57.237 ,11726.79,10,11726.79,10,18769.38,64,12654.23,15,11726.79,10,64,50,-117,3
11:50:57.330 ,12173.33,13,11726.79,10,22638.46,93,13173.6,19,12173.33,13,63,50,-119,3
11:50:57.425 ,12173.33,13,11726.79,10,20802.5,106,13173.6,19,12173.33,13,66,49,-117,3
11:50:57.565 ,11726.79,10,12173.33,13,27802.5,106,12654.23,15,12173.33,13,65,51,-118,3
11:50:57.658 ,12173.33,13,11726.79,10,30360,122,13173.6,19,12173.33,13,62,50,-116,3
11:50:57.749 ,11726.79,10,12173.33,13,27802.5,106,13736.25,22,12173.33,13,65,50,-118,3
11:50:57.842 ,12173.33,13,12654.23,15,13173.6,19,12654.23,15,11311.04,7,63,50,-118,3
11:50:57.982 ,12173.33,13,14347.83,26,11726.79,10,13173.6,19,12173.33,13,63,50,-116,3
11:50:58.076 ,12173.33,13,17437.89,44,12173.33,13,12654.23,15,11726.79,10,66,48,-118,3
11:50:58.171 ,12173.33,13,19528.23,57,12173.33,13,13173.6,19,12654.23,15,64,50,-117,3
11:50:58.264 ,12654.23,15,22176,73,12173.33,13,13736.25,22,12173.33,13,64,51,-117,3
11:50:58.403 ,12654.23,15,23783.57,82,12173.33,13,13173.6,19,12173.33,13,66,52,-116,3
11:50:58.496 ,12173.33,13,25638.46,93,12173.33,13,13736.25,22,12173.33,13,64,48,-115,3
11:50:58.592 ,13173.6,19,25638.46,93,12654.23,15,13173.6,19,11726.79,10,63,50,-117,3
11:50:58.685 ,14347.83,26,27802.5,106,13736.25,22,15015,30,12173.33,13,64,51,-117,3
11:50:58.825 ,15745.71,34,27802.5,106,16549.5,39,19528.23,57,12173.33,13,63,50,-114,3
