time,resistance_thumb,bend_thumb,resistance_index,bend_index,resistance_mid,bend_mid,resistance_ring,bend_ring,resistance_little,bend_little,x,y,z,stage
11:37:34.994 ,10923,5,12654.23,15,11726.79,10,10923,5,11311.04,7,-23,94,-86,0
11:37:35.087 ,10560,3,12173.33,13,12173.33,13,11311.04,7,10923,5,-21,93,-87,0
11:37:54.460 ,11726.79,10,11726.79,10,11726.79,10,11311.04,7,10923,5,-16,96,-99,0
11:37:54.554 ,10923,5,12173.33,13,11311.04,7,11726.79,10,10923,5,-15,94,-97,0
11:37:54.649 ,11311.04,7,11726.79,10,10923,5,11311.04,7,10923,5,-14,97,-98,0
11:37:54.791 ,10923,5,12173.33,13,10923,5,11726.79,10,10923,5,-14,95,-97,0
11:37:54.886 ,11311.04,7,11726.79,10,10923,5,11311.04,7,11311.04,7,-16,96,-97,0
11:37:54.990 ,11311.04,7,12173.33,13,11311.04,7,11311.04,7,11311.04,7,-15,95,-98,0
11:37:55.074 ,11726.79,10,12654.23,15,10923,5,11311.04,7,12173.33,13,-15,95,-97,0
11:37:55.216 ,10923,5,12173.33,13,11726.79,10,11311.04,7,14347.83,26,-16,96,-98,0
11:37:55.310 ,11726.79,10,12654.23,15,11311.04,7,11726.79,10,15745.71,34,-15,96,-97,0
11:37:55.402 ,12654.23,15,13736.25,22,11311.04,7,11726.79,10,17437.89,44,-15,95,-97,0
11:37:55.498 ,14347.83,26,14347.83,26,11311.04,7,11311.04,7,18425,50,-15,97,-96,1
11:37:55.638 ,16549.5,39,16549.5,39,10923,5,11726.79,10,22176,73,-14,96,-95,1
11:37:55.731 ,19528.23,57,20769.38,64,11311.04,7,11726.79,10,23783.57,82,-13,95,-94,1
11:37:55.825 ,22176,73,23783.57,82,11726.79,10,12173.33,13,22176,73,-13,95,-92,1
11:37:55.916 ,23783.57,82,27802.5,106,10923,5,16549.5,39,23783.57,82,-13,95,-93,1
11:37:56.022 ,25638.46,93,30360,122,11311.04,7,19528.23,57,25638.46,93,-11,97,-92,1
11:37:56.152 ,25638.46,93,33429,140,11726.79,10,23783.57,82,23783.57,82,-12,95,-91,1
11:37:56.245 ,25638.46,93,33429,140,13173.6,19,27802.5,106,23783.57,82,-11,97,-91,1
11:37:56.338 ,25638.46,93,33429,140,18425,50,27802.5,106,22176,73,-13,96,-89,1
11:37:56.432 ,25638.46,93,33429,140,22176,73,27802.5,106,22176,73,-13,97,-89,1
11:37:56.573 ,23783.57,82,37180,163,30360,122,27802.5,106,22176,73,-11,94,-88,1
11:37:56.667 ,25638.46,93,37180,163,27802.5,106,23783.57,82,20769.38,64,-14,97,-92,1
11:37:56.762 ,23783.57,82,37180,163,25638.46,93,25638.46,93,20769.38,64,-12,95,-89,1
11:37:56.854 ,25638.46,93,37180,163,25638.46,93,25638.46,93,20769.38,64,-12,96,-91,1
11:37:57.012 ,23783.57,82,33429,140,25638.46,93,23783.57,82,18425,50,-12,96,-91,1
11:37:57.091 ,20769.38,64,37180,163,25638.46,93,23783.57,82,19528.23,57,-13,94,-92,1
11:37:57.186 ,17437.89,44,33429,140,25638.46,93,22176,73,17437.89,44,-13,95,-92,1
11:37:57.278 ,16549.5,39,30360,122,25638.46,93,23783.57,82,18425,50,-12,97,-93,1
11:37:57.420 ,15015,30,37180,163,25638.46,93,23783.57,82,15745.71,34,-14,97,-94,1
11:37:57.512 ,13736.25,22,30360,122,25638.46,93,22176,73,14347.83,26,-15,95,-93,1
11:37:57.605 ,13173.6,19,33429,140,25638.46,93,15745.71,34,14347.83,26,-15,95,-91,1
11:37:57.697 ,12654.23,15,27802.5,106,23783.57,82,12654.23,15,14347.83,26,-15,94,-92,1
11:37:57.839 ,11726.79,10,27802.5,106,23783.57,82,10923,5,14347.83,26,-14,95,-95,1
11:37:57.931 ,10923,5,25638.46,93,25638.46,93,10923,5,13173.6,19,-13,97,-93,0
11:37:58.018 ,10923,5,23783.57,82,25638.46,93,10923,5,12173.33,13,-15,96,-94,0
11:37:58.149 ,10560,3,19528.23,57,25638.46,93,10923,5,12654.23,15,-14,97,-93,0
11:37:58.261 ,10560,3,17437.89,44,27802.5,106,10923,5,12173.33,13,-13,97,-94,0
11:37:58.361 ,10923,5,15745.71,34,25638.46,93,10560,3,11726.79,10,-12,97,-94,0
11:37:58.442 ,10560,3,15745.71,34,17437.89,44,10923,5,11311.04,7,-14,96,-95,0
11:37:58.554 ,10923,5,14347.83,26,11726.79,10,10923,5,10923,5,-13,98,-95,0
11:37:58.676 ,9900,0,13173.6,19,10923,5,10923,5,11311.04,7,-13,98,-95,0
11:37:58.767 ,10219.69,1,12654.23,15,10219.69,1,10923,5,10923,5,-14,98,-98,0
11:37:58.860 ,10219.69,1,11726.79,10,10560,3,10923,5,10923,5,-13,97,-98,0
11:37:58.953 ,10560,3,10923,5,10923,5,10923,5,11311.04,7,-13,98,-99,0
11:37:59.094 ,10560,3,10560,3,10923,5,10560,3,10923,5,-12,96,-100,0
11:37:59.188 ,10560,3,10219.69,1,10923,5,10923,5,10923,5,-14,97,-99,0
11:37:59.281 ,10560,3,10560,3,10923,5,11311.04,7,10923,5,-15,98,-98,0
11:37:59.386 ,10560,3,10219.69,1,10560,3,11726.79,10,11311.04,7,-13,98,-100,0
11:37:59.513 ,10560,3,10219.69,1,11311.04,7,11311.04,7,10923,5,-13,97,-98,0
11:37:59.617 ,10560,3,9900,0,10923,5,11311.04,7,11311.04,7,-13,97,-97,0
11:37:59.704 ,10560,3,10219.69,1,10923,5,11311.04,7,10923,5,-13,97,-99,0
15:54:19.040 -> ,10923,5,10219.69,1,10923,5,10560,3,11311.04,7,-30,81,-82,1
15:54:19.134 -> ,10923,5,10923,5,10219.69,1,10219.69,1,11311.04,7,-29,82,-83,1
15:54:19.228 -> ,10560,3,10560,3,10923,5,10560,3,10923,5,-28,82,-82,1
15:54:19.321 -> ,10923,5,10560,3,10923,5,10560,3,10923,5,-29,80,-80,1
15:54:19.415 -> ,11311.04,7,10219.69,1,10560,3,10219.69,1,11311.04,7,-29,80,-82,1
15:54:19.511 -> ,10923,5,10560,3,10560,3,10560,3,11311.04,7,-29,82,-82,1
15:54:19.653 -> ,10923,5,11311.04,7,11726.79,10,10923,5,10923,5,-31,83,-81,1
15:54:19.745 -> ,10923,5,12173.33,13,11311.04,7,10923,5,11311.04,7,-30,80,-83,1
15:54:19.841 -> ,12654.23,15,13173.6,19,11726.79,10,11726.79,10,11311.04,7,-29,81,-82,1
15:54:19.935 -> ,14347.83,26,15015,30,12654.23,15,12654.23,15,11726.79,10,-29,81,-82,1
15:54:20.076 -> ,13736.25,22,14347.83,26,12654.23,15,11726.79,10,11311.04,7,-29,82,-81,1
15:54:20.172 -> ,15745.71,34,14347.83,26,12654.23,15,12654.23,15,11726.79,10,-29,81,-83,1
15:54:20.265 -> ,16549.5,39,13736.25,22,13173.6,19,11726.79,10,12173.33,13,-28,82,-81,1
15:54:20.360 -> ,17437.89,44,15015,30,12654.23,15,11726.79,10,12173.33,13,-31,83,-82,1
15:54:20.455 -> ,16549.5,39,15015,30,13173.6,19,11726.79,10,12654.23,15,-30,80,-81,1
15:54:20.595 -> ,17437.89,44,14347.83,26,12654.23,15,11726.79,10,13173.6,19,-30,82,-79,1
15:54:20.689 -> ,18425,50,15015,30,12654.23,15,11726.79,10,13173.6,19,-30,80,-81,1
15:54:20.783 -> ,17437.89,44,15015,30,12654.23,15,11726.79,10,13736.25,22,-30,81,-80,1
15:54:20.877 -> ,17437.89,44,15015,30,12173.33,13,11311.04,7,13173.6,19,-33,81,-81,1
15:54:21.015 -> ,17437.89,44,15015,30,12173.33,13,11726.79,10,13736.25,22,-29,81,-82,1
15:54:21.109 -> ,16549.5,39,15015,30,11726.79,10,11311.04,7,13736.25,22,-30,82,-83,1
15:54:21.203 -> ,16549.5,39,15015,30,12654.23,15,11311.04,7,13173.6,19,-31,81,-82,1
15:54:21.296 -> ,18425,50,15015,30,12654.23,15,11726.79,10,14347.83,26,-32,80,-81,1
15:54:21.392 -> ,16549.5,39,16549.5,39,12654.23,15,11311.04,7,15015,30,-31,82,-84,1
15:54:21.530 -> ,15745.71,34,15745.71,34,12173.33,13,10923,5,13736.25,22,-31,81,-83,1
15:54:21.626 -> ,15745.71,34,15015,30,12173.33,13,10923,5,15015,30,-33,81,-84,1
15:54:21.719 -> ,15745.71,34,15015,30,12173.33,13,10923,5,14347.83,26,-30,79,-83,1
15:54:21.812 -> ,15745.71,34,15015,30,11726.79,10,10923,5,14347.83,26,-29,81,-84,1
15:54:21.954 -> ,15745.71,34,15745.71,34,11726.79,10,10923,5,14347.83,26,-32,82,-82,1
15:54:22.049 -> ,15745.71,34,15015,30,10923,5,10219.69,1,14347.83,26,-30,81,-83,1
15:54:22.143 -> ,15745.71,34,14347.83,26,11311.04,7,10219.69,1,14347.83,26,-29,80,-82,1
15:54:22.237 -> ,15015,30,15015,30,10560,3,10219.69,1,13736.25,22,-30,82,-83,1
15:54:22.378 -> ,13736.25,22,14347.83,26,10923,5,10219.69,1,15015,30,-31,80,-82,1
15:54:22.472 -> ,13173.6,19,13736.25,22,10560,3,10560,3,12654.23,15,-31,81,-82,1
15:54:22.565 -> ,13173.6,19,13173.6,19,10923,5,10560,3,13173.6,19,-30,83,-84,1
15:54:22.660 -> ,12654.23,15,12654.23,15,10219.69,1,10219.69,1,12173.33,13,-28,81,-84,1
15:54:22.755 -> ,13173.6,19,12173.33,13,10923,5,10923,5,12173.33,13,-30,83,-84,1
15:54:22.895 -> ,12654.23,15,12173.33,13,11311.04,7,10219.69,1,11726.79,10,-31,83,-84,1
15:54:22.989 -> ,12173.33,13,12173.33,13,10560,3,10219.69,1,12173.33,13,-31,81,-84,1
15:54:23.082 -> ,11726.79,10,12173.33,13,10923,5,10560,3,11726.79,10,-30,81,-85,1
15:54:23.176 -> ,11311.04,7,12173.33,13,10923,5,10560,3,11726.79,10,-31,84,-82,1
15:54:23.317 -> ,11311.04,7,11311.04,7,10923,5,10219.69,1,11311.04,7,-30,80,-83,1
15:54:23.411 -> ,11726.79,10,10560,3,11311.04,7,10560,3,11311.04,7,-31,81,-86,1
15:54:23.504 -> ,11726.79,10,10923,5,10560,3,10923,5,11311.04,7,-30,82,-83,1
15:54:23.596 -> ,11311.04,7,10923,5,11311.04,7,10560,3,11726.79,10,-31,81,-83,1
15:54:23.736 -> ,11726.79,10,10560,3,11726.79,10,10219.69,1,11726.79,10,-32,82,-85,1
15:54:23.831 -> ,11726.79,10,10560,3,11311.04,7,10560,3,10923,5,-32,82,-82,1
15:54:23.925 -> ,11311.04,7,10923,5,10923,5,10560,3,11311.04,7,-31,80,-83,1
15:54:24.020 -> ,11311.04,7,10560,3,10923,5,10923,5,11311.04,7,-31,83,-84,1
15:54:24.112 -> ,10923,5,10560,3,11311.04,7,10219.69,1,11311.04,7,-31,79,-84,1
15:54:24.253 -> ,11311.04,7,10560,3,11726.79,10,10560,3,11311.04,7,-32,82,-85,1
