resistance_thumb,bend_thumb,resistance_index,bend_index,resistance_mid,bend_mid,resistance_ring,bend_ring,resistance_little,bend_little,x,y,z,stage
27802.5,106,41868.75,191,33429,140,27802.5,106,41868.75,191,79,38,-155,5
22176,73,41868.75,191,27802.5,106,27802.5,106,47897.14,227,81,40,-152,5
22176,73,33429,140,23783.57,82,27802.5,106,41868.75,191,82,38,-156,5
20769.38,64,33429,140,19528.23,57,27802.5,106,47897.14,227,82,41,-153,5
18425,50,27802.5,106,15745.71,34,27802.5,106,41868.75,191,79,37,-153,5
17437.89,44,25638.46,93,14347.83,26,25638.46,93,41868.75,191,82,37,-151,5
16549.5,39,23783.57,82,13173.6,19,25638.46,93,47897.14,227,81,38,-153,5
16549.5,39,22176,73,12173.33,13,20769.38,64,41868.75,191,81,39,-152,4
16549.5,39,20769.38,64,11311.04,7,17437.89,44,41868.75,191,81,37,-150,4
15745.71,34,18425,50,10560,3,13736.25,22,41868.75,191,81,38,-152,4
13736.25,22,15015,30,9900,0,11311.04,7,47897.14,227,79,38,-153,4
13736.25,22,13736.25,22,9900,0,9315.43,-4,37180,163,80,38,-153,3
13173.6,19,13173.6,19,9599.12,-2,9315.43,-4,33429,140,83,36,-152,3
12654.23,15,12173.33,13,9599.12,-2,9315.43,-4,30360,122,82,39,-153,3
11726.79,10,11726.79,10,9599.12,-2,9315.43,-4,22176,73,82,37,-156,3
11726.79,10,11311.04,7,9315.43,-4,9047.5,-5,20769.38,64,80,37,-153,3
11311.04,7,10923,5,9315.43,-4,9047.5,-5,20769.38,64,79,37,-155,3
11311.04,7,10923,5,9315.43,-4,8553.95,-8,15745.71,34,81,39,-152,3
10923,5,10923,5,9599.12,-2,8794.05,-7,15745.71,34,80,37,-154,3
10923,5,10560,3,9599.12,-2,8794.05,-7,15015,30,79,40,-154,3
10923,5,10923,5,9315.43,-4,7903.9,-12,13736.25,22,82,39,-153,3
10219.69,1,10560,3,9599.12,-2,8326.15,-10,14347.83,26,80,39,-154,3
10219.69,1,10560,3,9599.12,-2,8326.15,-10,12173.33,13,80,39,-153,3
10560,3,11726.79,10,10923,5,8553.95,-8,12654.23,15,78,38,-153,3
10560,3,11311.04,7,11311.04,7,8553.95,-8,13173.6,19,78,36,-156,3
10560,3,11311.04,7,10923,5,8109.75,-11,13736.25,22,77,37,-154,3
10923,5,11311.04,7,10923,5,4294.52,-34,13173.6,19,77,39,-156,3
10560,3,10923,5,10923,5,10219.69,1,13173.6,19,78,37,-155,4
10560,3,11311.04,7,10923,5,11311.04,7,13173.6,19,77,37,-156,4
11726.79,10,11311.04,7,11311.04,7,13173.6,19,13736.25,22,78,38,-157,4
12654.23,15,11726.79,10,10923,5,15015,30,14347.83,26,77,37,-154,4
13173.6,19,11726.79,10,11726.79,10,17437.89,44,14347.83,26,78,35,-156,4
15015,30,12654.23,15,13173.6,19,18425,50,15015,30,77,37,-152,4
15015,30,14347.83,26,13173.6,19,22176,73,18425,50,78,37,-155,4
16549.5,39,14347.83,26,14347.83,26,23783.57,82,20769.38,64,79,35,-153,4
16549.5,39,16549.5,39,17437.89,44,25638.46,93,23783.57,82,77,35,-155,4
17437.89,44,19528.23,57,18425,50,27802.5,106,27802.5,106,78,37,-154,4
20769.38,64,22176,73,22176,73,30360,122,33429,140,77,39,-153,4
19528.23,57,23783.57,82,25638.46,93,27802.5,106,33429,140,77,36,-155,4
23783.57,82,23783.57,82,27802.5,106,27802.5,106,37180,163,76,36,-154,4
23783.57,82,27802.5,106,30360,122,27802.5,106,37180,163,77,37,-155,4
27802.5,106,27802.5,106,33429,140,27802.5,106,55935,275,77,38,-154,4
30360,122,27802.5,106,37180,163,30360,122,47897.14,227,78,37,-155,4
33429,140,33429,140,37180,163,30360,122,47897.14,227,77,38,-156,4
30360,122,33429,140,37180,163,30360,122,41868.75,191,78,36,-155,4
30360,122,33429,140,37180,163,27802.5,106,47897.14,227,76,37,-154,4
27802.5,106,33429,140,41868.75,191,30360,122,41868.75,191,78,39,-156,4
27802.5,106,33429,140,41868.75,191,30360,122,41868.75,191,76,37,-154,4
30360,122,37180,163,47897.14,227,27802.5,106,47897.14,227,77,39,-152,4
30360,122,41868.75,191,41868.75,191,27802.5,106,41868.75,191,76,36,-155,4
30360,122,37180,163,37180,163,27802.5,106,47897.14,227,77,37,-154,4
27802.5,106,33429,140,37180,163,25638.46,93,47897.14,227,76,37,-153,4
25638.46,93,37180,163,37180,163,27802.5,106,33429,140,78,37,-156,4
23783.57,82,37180,163,37180,163,30360,122,30360,122,76,35,-154,4
23783.57,82,33429,140,37180,163,27802.5,106,20769.38,64,77,37,-155,4
20769.38,64,33429,140,30360,122,30360,122,16549.5,39,79,36,-152,4
19528.23,57,33429,140,30360,122,25638.46,93,14347.83,26,78,38,-153,4
20769.38,64,37180,163,27802.5,106,22176,73,12654.23,15,76,36,-153,4
17437.89,44,33429,140,23783.57,82,20769.38,64,12654.23,15,77,39,-155,4
15015,30,33429,140,19528.23,57,15745.71,34,12173.33,13,79,39,-154,4
14347.83,26,33429,140,16549.5,39,13736.25,22,11311.04,7,76,38,-155,4
14347.83,26,27802.5,106,14347.83,26,12654.23,15,12173.33,13,77,37,-155,4
12173.33,13,30360,122,13173.6,19,12173.33,13,12173.33,13,76,36,-155,4
11726.79,10,22176,73,11726.79,10,11726.79,10,12654.23,15,76,37,-156,4
11311.04,7,22176,73,10923,5,11311.04,7,11726.79,10,78,38,-158,4
10923,5,18425,50,10219.69,1,10923,5,11311.04,7,76,37,-156,4
10560,3,16549.5,39,9599.12,-2,10219.69,1,12173.33,13,77,38,-155,3
10219.69,1,14347.83,26,9900,0,9599.12,-2,11311.04,7,77,38,-156,3
10560,3,14347.83,26,9599.12,-2,8794.05,-7,11311.04,7,79,38,-154,3
10219.69,1,13173.6,19,9599.12,-2,8109.75,-11,11311.04,7,77,39,-154,3
10219.69,1,12173.33,13,9599.12,-2,8794.05,-7,11311.04,7,75,38,-157,3
9900,0,12654.23,15,9315.43,-4,8109.75,-11,11726.79,10,78,40,-153,3
10219.69,1,11311.04,7,9599.12,-2,7342.5,-15,11311.04,7,77,38,-156,3
9900,0,10923,5,9599.12,-2,8109.75,-11,11311.04,7,79,38,-155,3
10560,3,10923,5,9599.12,-2,10219.69,1,12173.33,13,66,34,-158,3
10560,3,10923,5,9900,0,10560,3,12654.23,15,68,34,-157,3
10219.69,1,10560,3,9900,0,10219.69,1,12654.23,15,67,34,-158,3
10219.69,1,10923,5,10219.69,1,10219.69,1,12654.23,15,67,34,-158,3
10560,3,10923,5,9599.12,-2,10219.69,1,12654.23,15,66,34,-156,3
10219.69,1,10560,3,9900,0,10560,3,13173.6,19,67,33,-155,3
10219.69,1,10923,5,9900,0,12173.33,13,13173.6,19,66,34,-156,3
10560,3,10923,5,10560,3,12173.33,13,12654.23,15,68,32,-157,3
12173.33,13,12654.23,15,11311.04,7,13173.6,19,13736.25,22,67,33,-159,3
13173.6,19,13736.25,22,13173.6,19,15745.71,34,16549.5,39,66,34,-158,3
13173.6,19,13736.25,22,15015,30,16549.5,39,17437.89,44,68,33,-156,3
14347.83,26,15745.71,34,18425,50,18425,50,20769.38,64,65,33,-159,3
15015,30,17437.89,44,19528.23,57,22176,73,25638.46,93,66,34,-158,3
16549.5,39,18425,50,22176,73,23783.57,82,27802.5,106,68,32,-160,3
17437.89,44,20769.38,64,25638.46,93,23783.57,82,33429,140,69,35,-158,3
18425,50,20769.38,64,25638.46,93,27802.5,106,33429,140,66,35,-158,4
20769.38,64,25638.46,93,30360,122,30360,122,37180,163,69,35,-158,4
23783.57,82,25638.46,93,37180,163,30360,122,41868.75,191,66,34,-159,4
25638.46,93,27802.5,106,33429,140,33429,140,37180,163,67,33,-160,4
25638.46,93,25638.46,93,37180,163,27802.5,106,47897.14,227,67,33,-159,4
25638.46,93,27802.5,106,37180,163,27802.5,106,41868.75,191,67,36,-160,4
27802.5,106,27802.5,106,41868.75,191,30360,122,41868.75,191,66,35,-160,4
33429,140,30360,122,37180,163,33429,140,41868.75,191,67,33,-158,4
33429,140,33429,140,37180,163,33429,140,47897.14,227,68,34,-159,4
33429,140,37180,163,41868.75,191,27802.5,106,47897.14,227,68,36,-157,4
33429,140,37180,163,41868.75,191,30360,122,47897.14,227,66,33,-158,4
27802.5,106,37180,163,41868.75,191,30360,122,41868.75,191,67,35,-159,4
30360,122,37180,163,37180,163,27802.5,106,47897.14,227,65,34,-157,4
30360,122,41868.75,191,41868.75,191,30360,122,47897.14,227,66,33,-159,4
25638.46,93,41868.75,191,37180,163,30360,122,47897.14,227,67,34,-156,4
23783.57,82,37180,163,37180,163,25638.46,93,41868.75,191,67,32,-157,4
19528.23,57,37180,163,41868.75,191,27802.5,106,41868.75,191,67,33,-158,4
19528.23,57,37180,163,37180,163,27802.5,106,37180,163,65,33,-156,4
18425,50,41868.75,191,33429,140,30360,122,25638.46,93,68,32,-156,4
17437.89,44,33429,140,33429,140,27802.5,106,18425,50,68,31,-158,4
17437.89,44,33429,140,30360,122,27802.5,106,13736.25,22,67,32,-158,4
15745.71,34,33429,140,27802.5,106,23783.57,82,13736.25,22,66,33,-155,3
14347.83,26,27802.5,106,20769.38,64,23783.57,82,13173.6,19,68,32,-156,3
13736.25,22,25638.46,93,15745.71,34,20769.38,64,12654.23,15,67,32,-156,3
13173.6,19,22176,73,12654.23,15,17437.89,44,12654.23,15,68,32,-155,3
12654.23,15,22176,73,11726.79,10,15745.71,34,12654.23,15,67,34,-156,3
11311.04,7,17437.89,44,10923,5,15015,30,12173.33,13,69,33,-159,3
10560,3,14347.83,26,10219.69,1,13173.6,19,12654.23,15,67,34,-157,3
10560,3,12173.33,13,10219.69,1,11726.79,10,12173.33,13,69,32,-156,3
10219.69,1,11726.79,10,9599.12,-2,12173.33,13,11311.04,7,67,34,-156,3
10219.69,1,11311.04,7,9900,0,11311.04,7,11311.04,7,66,34,-157,3
10219.69,1,10923,5,9599.12,-2,10560,3,11311.04,7,68,33,-155,3
10219.69,1,10219.69,1,10560,3,10560,3,10923,5,67,34,-158,3
10219.69,1,9900,0,9599.12,-2,9900,0,10923,5,67,34,-157,3
9900,0,10219.69,1,9599.12,-2,10219.69,1,10923,5,70,34,-155,3
10560,3,10219.69,1,9315.43,-4,9900,0,10923,5,68,32,-156,3
10219.69,1,11726.79,10,11726.79,10,10219.69,1,13173.6,19,68,32,-156,3
10219.69,1,11726.79,10,12173.33,13,9900,0,13173.6,19,68,31,-157,3
10219.69,1,11311.04,7,11726.79,10,9599.12,-2,13173.6,19,66,32,-155,3
10219.69,1,12173.33,13,11311.04,7,9599.12,-2,13736.25,22,66,31,-155,3
10560,3,11311.04,7,11311.04,7,9900,0,13173.6,19,69,34,-157,3
10219.69,1,13173.6,19,13173.6,19,10560,3,15015,30,68,34,-157,3
10560,3,13173.6,19,12654.23,15,10923,5,17437.89,44,68,33,-157,3
11311.04,7,13736.25,22,13173.6,19,10923,5,20769.38,64,66,32,-155,3
11726.79,10,15015,30,13736.25,22,12654.23,15,23783.57,82,67,34,-158,3
12654.23,15,15745.71,34,14347.83,26,13173.6,19,33429,140,66,31,-156,3
13736.25,22,17437.89,44,16549.5,39,14347.83,26,30360,122,68,33,-155,3
14347.83,26,17437.89,44,19528.23,57,15015,30,25638.46,93,69,34,-157,3
16549.5,39,20769.38,64,20769.38,64,16549.5,39,30360,122,65,34,-158,3
19528.23,57,19528.23,57,20769.38,64,18425,50,30360,122,66,33,-158,3
19528.23,57,22176,73,22176,73,19528.23,57,30360,122,68,35,-158,3
19528.23,57,25638.46,93,22176,73,19528.23,57,30360,122,68,31,-157,3
19528.23,57,25638.46,93,23783.57,82,18425,50,33429,140,67,32,-158,3
20769.38,64,25638.46,93,25638.46,93,18425,50,27802.5,106,66,34,-157,3
20769.38,64,27802.5,106,25638.46,93,18425,50,30360,122,69,34,-156,3
22176,73,25638.46,93,27802.5,106,17437.89,44,27802.5,106,68,35,-159,3
22176,73,27802.5,106,27802.5,106,17437.89,44,22176,73,67,33,-158,3
22176,73,25638.46,93,30360,122,15745.71,34,18425,50,67,34,-157,3
22176,73,25638.46,93,27802.5,106,15015,30,17437.89,44,68,33,-158,3
25638.46,93,25638.46,93,30360,122,13736.25,22,15015,30,68,34,-157,3
25638.46,93,22176,73,30360,122,11726.79,10,13173.6,19,69,34,-157,3
25638.46,93,18425,50,30360,122,10923,5,12654.23,15,68,33,-156,3
22176,73,18425,50,30360,122,10560,3,12654.23,15,69,34,-156,3
20769.38,64,17437.89,44,27802.5,106,10219.69,1,13173.6,19,68,34,-158,3
17437.89,44,15745.71,34,30360,122,9599.12,-2,12173.33,13,69,34,-157,3
17437.89,44,15015,30,30360,122,9315.43,-4,12173.33,13,69,33,-158,3
16549.5,39,14347.83,26,27802.5,106,9047.5,-5,12654.23,15,68,34,-158,3
15015,30,13736.25,22,27802.5,106,9315.43,-4,12173.33,13,68,34,-158,3
14347.83,26,13736.25,22,25638.46,93,9047.5,-5,13173.6,19,68,35,-156,3
13736.25,22,12654.23,15,27802.5,106,8794.05,-7,11726.79,10,69,36,-158,3
11726.79,10,12173.33,13,25638.46,93,8553.95,-8,12173.33,13,68,33,-156,3
11726.79,10,12173.33,13,20769.38,64,8326.15,-10,11726.79,10,69,34,-157,3
11311.04,7,11311.04,7,17437.89,44,8109.75,-11,12654.23,15,69,34,-157,3
10923,5,11311.04,7,15745.71,34,7903.9,-12,13173.6,19,70,33,-158,3
10560,3,10560,3,15015,30,7903.9,-12,12173.33,13,71,34,-158,3
10219.69,1,10560,3,12654.23,15,8326.15,-10,12654.23,15,69,34,-157,3
10219.69,1,10219.69,1,12173.33,13,8326.15,-10,12173.33,13,69,34,-157,3
10560,3,10219.69,1,11726.79,10,8109.75,-11,12654.23,15,69,34,-158,3
10560,3,9900,0,10923,5,8326.15,-10,12173.33,13,68,34,-157,3
10219.69,1,9900,0,10560,3,8553.95,-8,12654.23,15,70,34,-156,3
10560,3,9900,0,9900,0,8326.15,-10,12654.23,15,72,35,-157,3
10560,3,9900,0,9900,0,8553.95,-8,12173.33,13,70,36,-157,3
10219.69,1,10219.69,1,9900,0,8553.95,-8,12173.33,13,71,35,-157,3
10219.69,1,9900,0,9900,0,8326.15,-10,12173.33,13,71,36,-156,3
10560,3,9900,0,9900,0,8553.95,-8,11726.79,10,71,36,-157,3
10219.69,1,10219.69,1,9900,0,8794.05,-7,12173.33,13,68,34,-156,3
10560,3,10219.69,1,9900,0,8326.15,-10,11726.79,10,71,35,-155,3
10923,5,11311.04,7,11726.79,10,9599.12,-2,11311.04,7,63,36,-159,3
10560,3,11311.04,7,11726.79,10,10219.69,1,11726.79,10,62,36,-159,3
10219.69,1,11726.79,10,12654.23,15,9599.12,-2,11311.04,7,65,35,-158,3
10923,5,11311.04,7,11726.79,10,9599.12,-2,11726.79,10,64,34,-158,3
10923,5,11726.79,10,12654.23,15,9599.12,-2,11311.04,7,63,35,-159,3
10923,5,12173.33,13,12654.23,15,9599.12,-2,11311.04,7,63,36,-157,3
10560,3,13736.25,22,13736.25,22,10219.69,1,11726.79,10,63,34,-160,3
10923,5,15015,30,14347.83,26,10219.69,1,12654.23,15,65,36,-157,3
11311.04,7,16549.5,39,17437.89,44,10219.69,1,14347.83,26,63,36,-159,3
11726.79,10,17437.89,44,16549.5,39,10560,3,16549.5,39,62,36,-160,3
12654.23,15,18425,50,20769.38,64,10923,5,20769.38,64,65,35,-159,3
14347.83,26,19528.23,57,23783.57,82,11726.79,10,20769.38,64,65,36,-160,3
15015,30,19528.23,57,27802.5,106,13736.25,22,22176,73,64,37,-160,3
15745.71,34,19528.23,57,27802.5,106,15015,30,23783.57,82,66,34,-158,3
17437.89,44,19528.23,57,27802.5,106,15745.71,34,23783.57,82,64,36,-158,3
18425,50,22176,73,33429,140,16549.5,39,23783.57,82,65,36,-161,3
19528.23,57,23783.57,82,30360,122,15745.71,34,27802.5,106,64,36,-158,3
20769.38,64,23783.57,82,27802.5,106,18425,50,25638.46,93,63,34,-159,3
23783.57,82,23783.57,82,30360,122,18425,50,23783.57,82,64,35,-161,4
23783.57,82,23783.57,82,27802.5,106,19528.23,57,25638.46,93,66,35,-159,3
22176,73,23783.57,82,27802.5,106,19528.23,57,25638.46,93,63,37,-159,3
25638.46,93,25638.46,93,27802.5,106,19528.23,57,25638.46,93,65,35,-158,3
27802.5,106,23783.57,82,25638.46,93,19528.23,57,22176,73,63,34,-158,3
25638.46,93,22176,73,25638.46,93,20769.38,64,22176,73,66,36,-160,3
25638.46,93,25638.46,93,22176,73,19528.23,57,20769.38,64,66,36,-159,3
27802.5,106,25638.46,93,20769.38,64,19528.23,57,17437.89,44,63,35,-160,3
25638.46,93,23783.57,82,17437.89,44,20769.38,64,16549.5,39,64,33,-156,3
25638.46,93,22176,73,15745.71,34,18425,50,14347.83,26,63,34,-161,3
27802.5,106,25638.46,93,14347.83,26,18425,50,13173.6,19,65,37,-158,3
27802.5,106,23783.57,82,13736.25,22,18425,50,11726.79,10,64,33,-159,3
27802.5,106,23783.57,82,13173.6,19,16549.5,39,10923,5,64,35,-160,3
27802.5,106,23783.57,82,12173.33,13,15745.71,34,10560,3,63,35,-159,3
27802.5,106,22176,73,11726.79,10,15745.71,34,9900,0,65,34,-158,3
25638.46,93,19528.23,57,11726.79,10,14347.83,26,9900,0,65,35,-159,3
25638.46,93,22176,73,11311.04,7,13736.25,22,9599.12,-2,63,34,-160,3
23783.57,82,20769.38,64,10560,3,12173.33,13,9599.12,-2,65,36,-159,3
22176,73,18425,50,10219.69,1,11311.04,7,9900,0,63,34,-160,3
17437.89,44,16549.5,39,10219.69,1,10923,5,9900,0,65,35,-160,3
16549.5,39,15015,30,10219.69,1,10923,5,9900,0,65,36,-158,3
15015,30,15015,30,10219.69,1,9900,0,9900,0,64,36,-159,3
16549.5,39,14347.83,26,9900,0,9599.12,-2,9599.12,-2,62,34,-159,3
16549.5,39,12654.23,15,10219.69,1,9047.5,-5,9900,0,64,36,-158,3
15015,30,12654.23,15,10560,3,8794.05,-7,9900,0,65,36,-160,3
14347.83,26,11726.79,10,9900,0,8794.05,-7,9599.12,-2,66,34,-161,3
13173.6,19,11311.04,7,9900,0,8326.15,-10,9900,0,64,36,-158,3
13736.25,22,11311.04,7,9900,0,7707.86,-13,9900,0,65,35,-159,3
12173.33,13,10923,5,9900,0,7707.86,-13,9599.12,-2,64,35,-159,3
12654.23,15,10560,3,9900,0,7520.93,-14,9599.12,-2,63,34,-157,3
12173.33,13,9900,0,9900,0,7342.5,-15,9599.12,-2,67,36,-159,3
12173.33,13,10219.69,1,9599.12,-2,6852.77,-18,9599.12,-2,65,35,-159,3
12173.33,13,10219.69,1,9599.12,-2,6852.77,-18,9900,0,66,36,-157,3
11726.79,10,10560,3,11311.04,7,10923,5,11311.04,7,63,36,-160,3
12173.33,13,10560,3,10923,5,10560,3,11726.79,10,64,36,-159,3
11726.79,10,10219.69,1,10923,5,10560,3,11311.04,7,63,35,-160,3
11311.04,7,10560,3,10923,5,10560,3,11726.79,10,63,34,-158,3
12173.33,13,10560,3,10560,3,10923,5,11311.04,7,65,36,-161,3
11726.79,10,10923,5,10923,5,10923,5,11311.04,7,65,36,-159,3
12173.33,13,11726.79,10,11726.79,10,12173.33,13,11726.79,10,64,33,-159,3
13173.6,19,13173.6,19,13173.6,19,12654.23,15,12654.23,15,65,34,-159,3
14347.83,26,15015,30,13736.25,22,15015,30,14347.83,26,62,36,-161,3
15745.71,34,15745.71,34,15015,30,18425,50,16549.5,39,63,35,-159,3
15745.71,34,17437.89,44,15745.71,34,19528.23,57,20769.38,64,62,34,-158,3
16549.5,39,20769.38,64,15745.71,34,20769.38,64,20769.38,64,66,35,-158,3
18425,50,23783.57,82,15015,30,22176,73,22176,73,65,36,-159,3
18425,50,25638.46,93,17437.89,44,22176,73,23783.57,82,65,35,-159,3
19528.23,57,25638.46,93,19528.23,57,23783.57,82,23783.57,82,65,35,-159,3
19528.23,57,25638.46,93,23783.57,82,23783.57,82,23783.57,82,64,34,-158,3
18425,50,25638.46,93,23783.57,82,25638.46,93,27802.5,106,64,34,-158,3
19528.23,57,27802.5,106,23783.57,82,23783.57,82,25638.46,93,64,35,-160,3
20769.38,64,30360,122,25638.46,93,23783.57,82,23783.57,82,64,36,-158,3
20769.38,64,27802.5,106,27802.5,106,23783.57,82,25638.46,93,66,36,-158,3
22176,73,30360,122,30360,122,23783.57,82,25638.46,93,64,35,-158,3
18425,50,25638.46,93,25638.46,93,23783.57,82,25638.46,93,63,35,-157,3
15745.71,34,25638.46,93,27802.5,106,23783.57,82,22176,73,65,36,-158,3
15745.71,34,25638.46,93,27802.5,106,23783.57,82,22176,73,65,37,-159,3
13736.25,22,27802.5,106,25638.46,93,22176,73,20769.38,64,64,37,-161,3
12654.23,15,27802.5,106,27802.5,106,22176,73,17437.89,44,64,35,-159,3
12173.33,13,27802.5,106,27802.5,106,19528.23,57,16549.5,39,66,36,-159,3
11726.79,10,23783.57,82,27802.5,106,15745.71,34,14347.83,26,64,35,-160,3
11311.04,7,22176,73,25638.46,93,14347.83,26,13173.6,19,65,36,-160,3
11311.04,7,19528.23,57,23783.57,82,13173.6,19,11726.79,10,64,36,-159,3
11311.04,7,17437.89,44,22176,73,12173.33,13,10923,5,64,37,-158,3
11311.04,7,15015,30,20769.38,64,11726.79,10,10560,3,64,33,-159,3
10923,5,13736.25,22,15745.71,34,11311.04,7,9900,0,66,35,-159,3
10923,5,13173.6,19,12654.23,15,10923,5,9900,0,65,36,-160,3
10560,3,12173.33,13,11311.04,7,9900,0,9599.12,-2,63,36,-158,3
10560,3,11311.04,7,10923,5,9900,0,9599.12,-2,65,35,-160,3
10560,3,10923,5,10219.69,1,9315.43,-4,9900,0,63,36,-158,3
10219.69,1,10560,3,10219.69,1,9315.43,-4,9900,0,65,35,-161,3
10560,3,10560,3,10219.69,1,8794.05,-7,9900,0,64,36,-159,3
10219.69,1,10219.69,1,9900,0,8553.95,-8,9900,0,64,37,-159,3
9900,0,10219.69,1,9599.12,-2,8794.05,-7,9599.12,-2,62,35,-160,3
10219.69,1,9900,0,9900,0,8326.15,-10,9900,0,62,34,-160,3
9900,0,9900,0,9599.12,-2,7008.91,-17,9900,0,63,36,-159,3
10560,3,9900,0,9900,0,8109.75,-11,9599.12,-2,63,37,-160,3
10219.69,1,9900,0,9599.12,-2,8109.75,-11,9900,0,64,36,-157,3
9900,0,9900,0,9599.12,-2,8109.75,-11,9900,0,64,37,-160,3
10219.69,1,9900,0,9900,0,8109.75,-11,9599.12,-2,65,38,-159,3
10219.69,1,9900,0,9315.43,-4,7903.9,-12,9599.12,-2,62,36,-162,3
10219.69,1,9599.12,-2,9599.12,-2,8326.15,-10,9599.12,-2,64,36,-160,3
9900,0,9900,0,9599.12,-2,8326.15,-10,9599.12,-2,63,35,-159,3
10219.69,1,9599.12,-2,9599.12,-2,8109.75,-11,9900,0,63,35,-160,3
10923,5,11311.04,7,10219.69,1,12173.33,13,11311.04,7,55,31,-100,0
10923,5,10923,5,9900,0,12173.33,13,11726.79,10,58,31,-98,0
10560,3,11726.79,10,9900,0,12173.33,13,11726.79,10,55,31,-99,0
10560,3,11311.04,7,9900,0,12654.23,15,11726.79,10,56,32,-101,1
10560,3,10923,5,9900,0,12654.23,15,11726.79,10,58,29,-101,1
11311.04,7,11311.04,7,9900,0,12173.33,13,11726.79,10,56,29,-101,1
12173.33,13,11311.04,7,10219.69,1,13736.25,22,12173.33,13,57,30,-99,1
14347.83,26,11311.04,7,9900,0,15745.71,34,16549.5,39,55,29,-99,1
15745.71,34,11311.04,7,10923,5,18425,50,23783.57,82,56,31,-101,1
16549.5,39,11311.04,7,12173.33,13,19528.23,57,33429,140,54,30,-99,1
19528.23,57,11311.04,7,13173.6,19,23783.57,82,33429,140,54,29,-102,1
18425,50,12654.23,15,13736.25,22,25638.46,93,41868.75,191,55,28,-100,1
22176,73,13173.6,19,15015,30,27802.5,106,41868.75,191,55,30,-100,1
22176,73,14347.83,26,17437.89,44,30360,122,47897.14,227,55,29,-101,1
25638.46,93,15015,30,20769.38,64,33429,140,55935,275,56,28,-100,2
27802.5,106,15745.71,34,25638.46,93,41868.75,191,47897.14,227,56,30,-101,2
30360,122,16549.5,39,25638.46,93,33429,140,47897.14,227,53,29,-102,2
30360,122,18425,50,27802.5,106,37180,163,41868.75,191,55,29,-101,2
30360,122,20769.38,64,27802.5,106,37180,163,47897.14,227,55,28,-103,2
30360,122,22176,73,33429,140,37180,163,41868.75,191,53,26,-101,2
33429,140,23783.57,82,30360,122,41868.75,191,47897.14,227,55,28,-102,2
30360,122,25638.46,93,33429,140,37180,163,41868.75,191,55,30,-104,2
30360,122,27802.5,106,37180,163,41868.75,191,41868.75,191,55,29,-104,2
33429,140,27802.5,106,37180,163,37180,163,41868.75,191,56,26,-104,2
30360,122,30360,122,33429,140,33429,140,41868.75,191,55,27,-104,2
33429,140,30360,122,37180,163,33429,140,41868.75,191,55,27,-104,2
30360,122,33429,140,47897.14,227,33429,140,41868.75,191,56,26,-106,2
30360,122,33429,140,41868.75,191,30360,122,47897.14,227,58,27,-103,2
23783.57,82,30360,122,41868.75,191,20769.38,64,37180,163,56,27,-103,2
20769.38,64,33429,140,41868.75,191,18425,50,41868.75,191,58,26,-105,2
18425,50,33429,140,37180,163,16549.5,39,37180,163,58,28,-101,2
16549.5,39,33429,140,33429,140,13173.6,19,20769.38,64,56,28,-103,2
15015,30,30360,122,30360,122,11726.79,10,17437.89,44,56,28,-104,2
15745.71,34,30360,122,20769.38,64,10923,5,15745.71,34,57,29,-102,2
14347.83,26,27802.5,106,19528.23,57,10560,3,14347.83,26,59,28,-103,2
12654.23,15,25638.46,93,13173.6,19,9900,0,12654.23,15,59,28,-103,1
11726.79,10,22176,73,11726.79,10,10219.69,1,12173.33,13,59,25,-104,1
11726.79,10,20769.38,64,10923,5,9900,0,11311.04,7,58,28,-104,1
11311.04,7,17437.89,44,10219.69,1,9599.12,-2,11726.79,10,59,25,-105,1
10560,3,16549.5,39,9900,0,9599.12,-2,11311.04,7,57,27,-105,1
10560,3,13173.6,19,9900,0,9599.12,-2,10923,5,59,25,-106,1
10560,3,11726.79,10,9900,0,9599.12,-2,10923,5,58,26,-106,1
10219.69,1,11726.79,10,9599.12,-2,9599.12,-2,10923,5,59,26,-102,1
10219.69,1,10923,5,9599.12,-2,9900,0,11311.04,7,59,27,-106,1
10219.69,1,10219.69,1,9599.12,-2,9599.12,-2,11726.79,10,58,26,-104,1
9900,0,9900,0,9599.12,-2,9599.12,-2,11726.79,10,58,26,-104,1
10560,3,9599.12,-2,9599.12,-2,9900,0,11311.04,7,56,24,-105,1
10219.69,1,9315.43,-4,9900,0,9599.12,-2,10923,5,59,27,-104,1
10219.69,1,9599.12,-2,9599.12,-2,9900,0,11311.04,7,58,25,-105,0
10219.69,1,9599.12,-2,9599.12,-2,9900,0,11726.79,10,57,26,-105,0
10219.69,1,9315.43,-4,9599.12,-2,9599.12,-2,11311.04,7,59,27,-104,0
9900,0,9599.12,-2,9599.12,-2,11726.79,10,11311.04,7,58,27,-103,0
10219.69,1,9900,0,9900,0,12173.33,13,10923,5,57,27,-103,0
10219.69,1,9599.12,-2,9900,0,12654.23,15,10923,5,57,27,-102,1
10219.69,1,9900,0,9599.12,-2,12173.33,13,11311.04,7,57,28,-103,1
10219.69,1,10219.69,1,9900,0,13173.6,19,11311.04,7,58,27,-103,1
10219.69,1,10923,5,9315.43,-4,14347.83,26,13173.6,19,58,25,-103,1
10219.69,1,12173.33,13,9315.43,-4,13736.25,22,17437.89,44,58,26,-103,1
11311.04,7,13736.25,22,9599.12,-2,14347.83,26,22176,73,57,27,-104,1
